Report Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,Organization Address,Organization City,Organization State,Organization ZIP,Jurisdiction,Organization Country,Phone,Status,Case Number,Patient ID,Other Idenifier,Class,Common Species Name,Species,Subspecies,Genus,TSN Code,Gender,Patient Flag,Date Found,Time Found,Date Admitted,Time Admitted,Details of rescue,Care Given,Circumstances of Rescue,Primary,Suspected/Observed,Admission Comments,Rescue State,Rescue Juristiction,Rescue Address,Other Rescue Information,Latitude,Longitude,Elevation
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,18-0011266,,,Birds,Booted Eagle,pennatus,,Hieraaetus,,Indeterminate,,03/27/2018,,03/27/2018,,,,Inappropriate human possession,Yes,Observed,,PA,Adams County,"117 Baltimore St # 101, Gettysburg, PA 17325, EE. UU.",,39.8293025,-77.2316244,169.0320892334
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,18-0011855,,,Birds,Acadian Flycatcher,virescens,,Empidonax,178339,Indeterminate,VÃ©rifier poids,,,03/30/2018,,,,Animal interaction,Yes,Observed,,PA,Cameron County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,18-0016361,,,Birds,Brown Pelican,occidentalis,,Pelecanus,174685,Female,,04/04/2018,3:00 PM,04/24/2018,,,,Nest/Habitat Disturbance/Destruction,Yes,Observed,,FL,Collier County,"1495 Smith Preserve Way, Naples, FL 34102, USA",,26.1655342,-81.7879807,7.216905117
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,18-0141434,,,Birds,Mourning Dove,macroura,,Zenaida,177125,Undetermined,,,,09/05/2018,,,,Entrapment / Spaces,Yes,Suspected,,PA,Carbon County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,18-0156041,,,Mammals,Virginia Opossum,virginiana,,Didelphis,179921,Female,,,,11/14/2018,,,,Animal interaction,Yes,Suspected,,PA,Adams County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,18-0157356,,,Birds,Eastern Screech-Owl,asio,NULL,Otus,177856,Undetermined,,,,01/06/2018,,,,Animal interaction / Non-domestic animal / Different species,Yes,Suspected,,VA,Chesapeake (City),,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0000921,19-4,,Birds,Barred Owl,varia,,Strix,177921,Undetermined,,,,01/07/2019,,HBC,None,Collision,Yes,Suspected,HBC,PA,Philadelphia County,"123 South St, Philadelphia, PA 19147, USA",,39.9412255,-75.1450354,9.6719245911
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0002857,,,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Female,,,,01/25/2019,,,,Failure to thrive/Maladaption,Yes,Suspected,,KY,Nelson County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0006124,BO 19-02,,Birds,Barred Owl,varia,,Strix,177921,Undetermined,,,,03/06/2019,,,,Collision / Moving object,Yes,Observed,,OH,Butler County,"High St, Hamilton, OH, USA",,39.3965017,-84.5511018,181.3225402832
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0006124,BO 19-02,,Birds,Barred Owl,varia,,Strix,177921,Undetermined,,,,03/06/2019,,,,None of the Above,No,Suspected,Caught in fence,OH,Butler County,"High St, Hamilton, OH, USA",,39.3965017,-84.5511018,181.3225402832
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0006168,,,mammals,Big Cypress fox squirrel,niger,avicennia,Sciurus,931247,Female,,,,03/07/2019,,,,"Orphan, true / Parents not available",Yes,Suspected,,PA,Adams County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0007438,375,green band,Birds,Rock Pigeon,livia,,Columba,177071,Indeterminate,,,,03/20/2019,,,,Collision / Moving object / Car/truck/motorcycle,Yes,Suspected,,MN,St. Louis County,"Duluth, MN 55811, USA",,46.8220948,-92.1865684,272
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0007497,LP,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,03/21/2019,,03/21/2019,,Dog killed mom. Finder had for 2 days,,"Orphan, true / Parents not available",Yes,Suspected,,VT,Caledonia County,"Danville, VT 05828, USA",,44.4682736,-72.1281869,272
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0007498,LB,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,03/21/2019,,03/21/2019,,Dog killed mom. Finder had for 2 days,,"Orphan, true / Parents not available",Yes,Suspected,,VT,Caledonia County,"Danville, VT 05828, USA",,44.4682736,-72.1281869,272
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0007548,,19-0158,Mammals,Virginia Opossum,virginiana,,Didelphis,179921,Undetermined,,03/20/2019,,03/21/2019,11:00 AM,Found on side of road,None,Collision / Moving object,Yes,Observed,"Found on side of road, blood from nose",MO,Jackson County,"Lakeside Nature Center, 4701 E Gregory Blvd, Kansas City, MO 64132, USA",,38.9952829,-94.5319361,272
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0009679,,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,04/05/2019,,04/06/2019,,,,Nest/Habitat Disturbance/Destruction,Yes,Suspected,,TX,Williamson County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0017378,pink,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,05/06/2019,3:00 PM,05/07/2019,,Caught by cat at 3:00pm and 9:00pm,,Animal interaction / Domestic animal / Cat,Yes,Suspected,,IN,Spencer County,"11260 N Old State Rd, Rockport, IN 47635, USA",,37.9593342,-87.0596438,137.8184204102
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0017379,pink,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,05/06/2019,3:00 PM,05/07/2019,,Caught by cat at 3:00pm and 9:00pm,,Animal interaction / Domestic animal / Cat,Yes,Suspected,,IN,Spencer County,"11260 N Old State Rd, Rockport, IN 47635, USA",,37.9593342,-87.0596438,137.8184204102
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0023042,Birdie,,Birds,Red-lored Amazon,autumnalisÂ Â ,,AmazonaÂ ,,Undetermined,,,,05/22/2019,,,,None of the Above,Yes,Suspected,,PA,York County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0039718,19-1823,,Birds,American Robin,migratorius,,Turdus,179759,Undetermined,,07/04/2019,11:30 PM,07/05/2019,,cat brought bird to front door,put in box,Animal interaction / Domestic animal / Cat,Yes,Suspected,,VA,Albemarle County,"Crozet, VA 22932, USA",,38.0695815,-78.700575,219.4156494141
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0040768,19-2301,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Indeterminate,,07/08/2019,6:00 PM,07/08/2019,6:20 PM,Struck by weed whipper. Accidentally hit rabbit.,,Projectile / Non-weapon,Yes,Suspected,Weed whipper,WI,Dane County,"5705 Cedar Ridge Rd, Middleton, WI 53562, USA",,43.1089559,-89.4783713,284.1138916016
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0040770,19-2300,,Birds,Green Heron,virescens,,Butorides,174793,Indeterminate,,07/08/2019,4:00 PM,07/08/2019,6:20 PM,Saw the bird inured in driveway. Noticed a nest in the tree.,None,None of the Above,Yes,Observed,Fell from nest,WI,Dane County,"205 Ash St, Oregon, WI 53575, USA",,42.9257632,-89.393312,291.8711242676
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0040771,19-2303,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Indeterminate,,07/08/2019,6:45 PM,07/08/2019,7:00 PM,"A nest of baby rabbits has been in finder's garden bed for the past wee. Today, the dog found the bunnies. This particular bunny has a cut on its belly and blood by its mouth.",None,Animal interaction / Domestic animal / Dog,Yes,Suspected,,WI,Dane County,"6317 Exchange St, McFarland, WI 53558, USA",,43.007824,-89.2960569,270.3799743652
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0042289,Great Horned Owl-Mitch,,Birds,Great Horned Owl,virginianus,,Bubo,177884,Male,,07/11/2019,,07/12/2019,,Details needed.,none,Referral / Permit holding facility,Yes,Observed,,IA,Story County,"718 7th St, Nevada, IA 50201, USA",Cottonwood tree,42.0181252,-93.4511953,305.4295349121
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0043155,19-2445,,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Indeterminate,,07/15/2019,5:45 PM,07/15/2019,7:30 PM,Found by back deck drinking water from hose. Following the finders around. They left him by the treeline earlier but he came back to the house.,Gave little water and some bird seed.,"Orphan, true / Parents not available",Yes,Observed,Seems hungry. Following people around. Unafraid.,WI,Rock County,"6036 N Co Rd Y, Milton, WI 53563, USA",,42.760135,-88.9705942,272.2057800293
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0052146,,,Birds,House Sparrow,domesticus,,Passer,179628,Female,,08/07/2019,1:35 AM,08/14/2019,,,,Behavioral Stranding,No,Observed,,PA,Union County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0052146,,,Birds,House Sparrow,domesticus,,Passer,179628,Female,,08/07/2019,1:35 AM,08/14/2019,,,,Collision / Stationary object / Walls/windows,Yes,Suspected,heard a thud,PA,Union County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0053962,,,Birds,American Crow,brachyrhynchos,,Corvus,179731,Male,,,,08/20/2019,11:15 AM,,,Inappropriate human possession / Abduction with intent of rescue,Yes,Observed,flew out of bushes to man who realized was injured,MT,Lewis And Clark County,"1400 E Lyndale Ave, Helena, MT 59601, USA",,46.5982316,-112.0167453,1208.5222167969
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0054548,,,Reptiles,Eastern Box Turtle,carolina,carolina,Terrapene,173777,Female,,,,08/22/2019,,,,None of the Above,Yes,Suspected,,VA,Alexandria (City),,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0066390,,,Mammals,eastern woodrat,floridana,floridana,Neotoma,202382,Undetermined,,,,10/06/2019,,,,Animal interaction / Domestic animal / Cat,Yes,Suspected,,PA,Carbon County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0066746,,,Birds,Congo African Grey Parrot,erithacus,erithacus,Psittacus,,Indeterminate,,,,10/07/2019,,,,Born/Hatched in Captivity,Yes,Observed,,PA,Allegheny County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0069967,Blue,,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Male,,10/17/2019,1:00 PM,10/17/2019,3:00 PM,Found on ground. Tried to reunite but was unable to,,"Orphan, true / Parents rejected",Yes,Suspected,Attempted reuniting,OH,Stark County,"800 Genoa Ave NW, Massillon, OH 44646, USA",,40.804901,-81.4625502,316.7831420898
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0072033,,,Mammals,eastern fox squirrel,niger,,Sciurus,180172,Undetermined,,10/27/2019,1:00 PM,10/28/2019,9:00 AM,,,"Orphan, true / Parents rejected",Yes,Observed,Tried to reunite,OH,Stark County,"800 Genoa Ave NW, Massillon, OH 44646, USA",,40.804901,-81.4625502,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0073449,19-3200,,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Undetermined,,11/03/2019,,11/05/2019,,son found on road next to deceased adult,care given. did not hand feed,"Orphan, true / Parents not available",Yes,Suspected,,VT,Franklin County,"Swanton, VT, USA",,40.046751178739,-77.955013096611,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0076064,,,Mammals,big brown bat,fuscus,,Eptesicus,180008,Female,,11/18/2019,,11/19/2019,,Rough catch,none,Collision,Yes,Suspected,,IA,Polk County,"Carlisle, IA 50047, USA",,41.4986013,-93.4835466,239.0342559814
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,19-0083020,20-012,white cheek,Birds,Eastern Screech-Owl,asio,NULL,Otus,177856,Indeterminate,,,,12/31/2019,,,,Animal interaction / Domestic animal / Cat,Yes,Suspected,,PA,Carbon County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,20-0009682,Peaches,Chip # 324341345,Birds,White Cockatoo,albaÂ ,,CacatuaÂ ,,Female,,,,02/23/2020,4:00 PM,owner relinquished,always,Undetermined,Yes,Observed,,PA,Clarion County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,20-0009920,Yancy,,Birds,Blue-crowned Lorikeet,australis,,Vini,177448,Male,,,,02/26/2020,,,,Projectile / Non-weapon,Yes,Suspected,A frozen turd from an airplane hit its foot.,PA,Allegheny County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,20-0010090,,,Birds,Congo African Grey Parrot,erithacus,erithacus,Psittacus,,Indeterminate,,,,02/29/2020,,,,Confiscation / Good Samaritan confiscation / Abuse,Yes,Suspected,,PA,Cambria County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,20-0011188,ECO-001-20,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,01/04/2020,9:40 PM,01/04/2020,10:00 PM,German Sheppard caught rabbit,none,Animal interaction / Domestic animal / Dog,Yes,Suspected,,WI,Washington County,"2 Francois Muller Pl, Winnipeg, MB R2J 4K1, Canada",,49.8741428,-97.0855782,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,20-0021521,,,mammals,Koala,cinereus,,Phascolarctos,552677,Undetermined,,04/25/2020,11:00 AM,04/27/2020,1:15 AM,found garden bush lethargic,PO Fluids,Animal interaction / Domestic animal / Dog,Yes,Observed,dog bite,TX,Bee County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,20-0024316,,,Mammals,red squirrel,hudsonicus,,Tamiasciurus,202353,Female,,,,05/06/2020,,,,"Orphan, true / Parents not available",Yes,Suspected,,MI,Livingston County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,20-0032326,1,,Mammals,Raccoon,lotor,,Procyon,180575,Female,,05/22/2020,10:00 AM,05/22/2020,4:00 PM,,,"Orphan, true / Parents not available",Yes,Suspected,,PA,Westmoreland County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,20-0061823,,,Mammals,little brown bat,lucifugus,,Myotis,179988,Undetermined,,,,08/14/2020,,,,Animal interaction / Non-domestic animal / Different species,Yes,Suspected,,PA,Bradford County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,20-0063002,,,Birds,Shiny Cowbird,bonariensis,,Molothrus,179117,Indeterminate,,,,08/19/2020,,,,Animal interaction / Non-domestic animal,Yes,Suspected,,PA,Beaver County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,20-0065399,,,Birds,Blue Jay,cristata,,Cyanocitta,179680,Indeterminate,,08/30/2020,9:30 AM,08/30/2020,9:30 AM,,,Undetermined,Yes,Suspected,"lame right leg, birth defect?",VA,Alexandria (City),,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,20-0066817,,,Mammals,Virginia Opossum,virginiana,,Didelphis,179921,Male,,09/07/2020,6:00 AM,09/07/2020,10:00 AM,MOP FOUND POSSUM IN HER BACKYARD NOT MOVING,Provided water in bowl and heated blanket,Undetermined,Yes,Suspected,,PA,Allegheny County,"6231 Penn Ave, Pittsburgh, PA 15206, USA",,40.4608457,-79.9214227,281.7614440918
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,20-0068689,,,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Female,,,,09/16/2020,,,,Animal interaction,Yes,Suspected,,GA,Columbus-Muscogee County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,20-0069959,1,,Birds,Yellow-billed Cuckoo,americanus,,Coccyzus,177831,Undetermined,,09/17/2020,,09/17/2020,,from Nora,Food and Observations,Animal interaction,Yes,Observed,,VA,Alexandria (City),,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,20-0075682,,,Mammals,Virginia Opossum,virginiana,,Didelphis,179921,Male,,10/13/2020,9:00 PM,10/14/2020,2:00 PM,Found on mail route laying in road,None,Animal interaction / Non-domestic animal / Different species,Yes,Observed,Bite wound,OH,Pike County,"Idaho, OH 45661, USA",,39.0544378,-83.1005505,204.5427398682
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,20-0076559,,,Birds,Blue Jay,cristata,,Cyanocitta,179680,Male,,10/19/2020,2:00 PM,10/20/2020,2:00 PM,hanging out on porch for several days,water,Failure to thrive/Maladaption,Yes,Observed,,PA,Allegheny County,"Pittsburgh, PA, USA",,40.4406248,-79.9958864,272.395904541
