patients.address_found,patients.admitted_at,patients.admitted_by,patients.city_found,patients.clinical_signs,patients.common_name,patients.county_found,patients.diagnosis,patients.disposition,patients.found_at,patients.keywords,patients.lat_found,patients.lng_found,patients.name,patients.notes_about_rescue,patients.reason_for_disposition,patients.reasons_for_admission,patients.release_type,species.genus,species.species
4500 Chimneys West Drive,2021-05-19 09:33:00,CC,Haymarket,,Eastern Bluebird,Prince William,D - Domestic animal attack,Dead on arrival,2021-05-19,"cat attack, B - Baby",,,,will release,Dead on arrival,cat attack,,Sialia,sialis
806 Sandy Landing Drive SE,2021-05-19 10:22:00,CC,Leesburg,,Woodland Box Turtle,Loudoun,A - Abduction,Released,2021-05-19,,,,,will release,Ready for release,"been in yard few weeks, limp head and swollen eye",Hard,Terrapene,Carolina
75 Four Wheel Drive,2021-05-19 11:14:00,CC,Front Royal,,Eastern Cottontail,Warren,D - Domestic animal attack,Euthanized in 24hr,2021-05-19,cat attack,,,,,Poor Prognosis,cat attack,,Sylvilagus,floridanus
35213 Williams Gap Road,2021-05-19 16:30:00,CC,Round Hill,,White-footed Mouse,Loudoun,B - Baby,Euthanized in 24hr,2021-05-19,"B - Baby, small",,,,,Poor Prognosis,found in car,,Peromyscus,leucopus
35213 Williams Gap Road,2021-05-19 16:30:00,CC,Round Hill,,White-footed Mouse,Loudoun,B - Baby,Euthanized in 24hr,2021-05-19,"B - Baby, small",,,,,Poor Prognosis,found in car,,Peromyscus,leucopus
733 Jefferson Ave,2021-05-19 17:27:00,JA,Charles town,,American Robin,Jefferson,A - Abduction,Released,2021-05-19,"B - Baby, abducted",,,,,Ready for release,Found bird hopping in yard unable to fly; appears wing may be injured,,Turdus,migratorius
Connicville Road just east of Dodson Road,2021-05-20 09:49:00,CC,Mount Jackson,,Virginia Opossum,Shenandoah,H - Hit by Vehicle,Euthanized in 24hr,2021-05-20,,,,,,Poor Prognosis,HBV,,Didelphis,virginiana
Connicville Road just east of Dodson Road,2021-05-20 09:49:00,CC,Mount Jackson,,Virginia Opossum,Shenandoah,B - Baby,Euthanized in 24hr,2021-05-20,"B - Baby, small, mother HBV, orphan",,,,,Poor Prognosis,HBV,,Didelphis,virginiana
Connicville Road just east of Dodson Road,2021-05-20 09:49:00,CC,Mount Jackson,,Virginia Opossum,Shenandoah,B - Baby,Euthanized in 24hr,2021-05-20,"B - Baby, small, mother HBV, orphan",,,,,Poor Prognosis,HBV,,Didelphis,virginiana
Connicville Road just east of Dodson Road,2021-05-20 09:49:00,CC,Mount Jackson,,Virginia Opossum,Shenandoah,B - Baby,Euthanized in 24hr,2021-05-20,"B - Baby, small, mother HBV, orphan",,,,,Poor Prognosis,HBV,,Didelphis,virginiana
Connicville Road just east of Dodson Road,2021-05-20 09:49:00,CC,Mount Jackson,,Virginia Opossum,Shenandoah,B - Baby,Euthanized in 24hr,2021-05-20,"B - Baby, small, mother HBV, orphan",,,,,Poor Prognosis,HBV,,Didelphis,virginiana
Connicville Road just east of Dodson Road,2021-05-20 09:49:00,CC,Mount Jackson,,Virginia Opossum,Shenandoah,B - Baby,Euthanized in 24hr,2021-05-20,"B - Baby, small, mother HBV, orphan",,,,,Poor Prognosis,HBV,,Didelphis,virginiana
Connicville Road just east of Dodson Road,2021-05-20 09:49:00,CC,Mount Jackson,,Virginia Opossum,Shenandoah,B - Baby,Euthanized in 24hr,2021-05-20,"B - Baby, small, mother HBV, orphan",,,,,Poor Prognosis,HBV,,Didelphis,virginiana
Connicville Road just east of Dodson Road,2021-05-20 09:49:00,CC,Mount Jackson,,Virginia Opossum,Shenandoah,B - Baby,Euthanized in 24hr,2021-05-20,"B - Baby, small, mother HBV, orphan",,,,,Poor Prognosis,HBV,,Didelphis,virginiana
Connicville Road just east of Dodson Road,2021-05-20 09:49:00,CC,Mount Jackson,,Virginia Opossum,Shenandoah,B - Baby,Euthanized in 24hr,2021-05-20,"B - Baby, small, mother HBV, orphan",,,,,Poor Prognosis,HBV,,Didelphis,virginiana
Connicville Road just east of Dodson Road,2021-05-20 09:49:00,CC,Mount Jackson,,Virginia Opossum,Shenandoah,B - Baby,Euthanized in 24hr,2021-05-20,"B - Baby, small, mother HBV, orphan",,,,,Poor Prognosis,HBV,,Didelphis,virginiana
161 Bay Circle,2021-05-20 10:34:00,CC,Winchester,,Eastern Cottontail,Frederick,D - Domestic animal attack,Euthanized in 24hr,2021-05-20,cat attack,,,,,Poor Prognosis,cat attack,,Sylvilagus,floridanus
440 Koonce Road,2021-05-20 11:38:00,CC,Millville,,Northern Rough-winged Swallow,Jefferson,T - Unknown Trauma,Euthanized in 24hr,2021-05-20,,,,,,Poor Prognosis,found by side of road not flying,,Stelgidopteryx,serripennis
Trappe Road,2021-05-20 11:40:00,CC,Upperville,,Red Fox,Loudoun,I - Infectious Disease,Released,2021-05-20,mange,,,,,Ready for release,"found in middle of road, unable to walk, panting",,Vulpes,vulpes
301 Stuart Court,2021-05-20 12:00:00,CC,Berryville,,American Robin,Clarke,D - Domestic animal attack,Released,2021-05-20,"dog attack, B - Baby",,,,will release,Ready for release,dog attack,,Turdus,migratorius
Liberty Furnace Rd,2021-05-20 13:09:00,CC,Edinburg,,Virginia Opossum,Shenandoah,B - Baby,Transferred,2021-05-20,"B - Baby, orphan, mother HBV",,,,,Continued Care,mother hbv,,Didelphis,virginiana
Liberty Furnace Rd,2021-05-20 13:09:00,CC,Edinburg,,Virginia Opossum,Shenandoah,B - Baby,Died in 24hr,2021-05-20,"orphan, B - Baby, mother HBV",,,,,Natural Death,mother hbv,,Didelphis,virginiana
Liberty Furnace Rd,2021-05-20 13:09:00,CC,Edinburg,,Virginia Opossum,Shenandoah,H - Hit by Vehicle,Died in 24hr,2021-05-20,"orphan, B - Baby, mother HBV",,,,,Natural Death,mother hbv,,Didelphis,virginiana
Liberty Furnace Rd,2021-05-20 13:09:00,CC,Edinburg,,Virginia Opossum,Shenandoah,B - Baby,Transferred,2021-05-20,"B - Baby, orphan, mother HBV",,,,,Continued Care,mother hbv,,Didelphis,virginiana
Liberty Furnace Rd,2021-05-20 13:09:00,CC,Edinburg,,Virginia Opossum,Shenandoah,B - Baby,Transferred,2021-05-20,"B - Baby, orphan, mother HBV",,,,,Continued Care,mother hbv,,Didelphis,virginiana
Liberty Furnace Rd,2021-05-20 13:09:00,CC,Edinburg,,Virginia Opossum,Shenandoah,B - Baby,Transferred,2021-05-20,"B - Baby, orphan, mother HBV",,,,,Continued Care,mother hbv,,Didelphis,virginiana
Liberty Furnace Rd,2021-05-20 13:09:00,CC,Edinburg,,Virginia Opossum,Shenandoah,B - Baby,Transferred,2021-05-20,"B - Baby, orphan, mother HBV",,,,,Continued Care,mother hbv,,Didelphis,virginiana
640 Bellview Avenue,2021-05-20 13:13:00,CC,Winchester,,Carolina Wren,Frederick,T - Unknown Trauma,Died in 24hr,2021-05-20,,,,,,Natural Death,"falling over, cannot stand",,Thryothorus,ludovicianus
9922 Bagpipe Court (three houses down),2021-05-20 14:09:00,CC,Bristow,,Woodland Box Turtle,Prince William,T - Unknown Trauma,Released,2021-05-20,,,,,will release,Ready for release,crossing the road and saw broken shell,,Terrapene,Carolina
6107 Calico Pool Lane,2021-05-20 15:01:00,CC,Burke,,Blue Jay,Fairfax,T - Unknown Trauma,Euthanized in 24hr,2021-05-20,"B - Baby, suspect window",,,,,Poor Prognosis,"found in puddle of water, unable to fly",,Cyanocitta,cristata
64 Hall Lane,2021-05-20 16:47:00,CC,Fredericksburg,,Red-shouldered Hawk,Stafford,T - Unknown Trauma,Died +24hr,2021-05-20,"B - Baby, fell from nest",,,,,Poor Prognosis,"fell from nest, one sibling died, one renested, this one injured",,Buteo,lineatus
119 West Main Street,2021-05-20 16:48:00,CC,Boyce,,American Goldfinch,Clarke,T - Unknown Trauma,Euthanized in 24hr,2021-05-20,,,,,,Poor Prognosis,"found in courtyard, not flying",,Spinus,tristis
1713 Hoffmaster Road,2021-05-20 16:52:00,CC,Knoxville,,American Crow,Washington,T - Unknown Trauma,Euthanized in 24hr,2021-05-13,B - Baby,,,,,Poor Prognosis,"found behind house, not standing, unable to use legs, kept 1 week",,Corvus,brachyrhynchos
918 Morning Star Lane,2021-05-20 16:55:00,CC,Boyce,,White-footed Mouse,Clarke,B - Baby,Euthanized in 24hr,2021-05-20,"B - Baby, small",,,,,Poor Prognosis,found in driveway after moving car,,Peromyscus,leucopus
380 Plow Run Lane,2021-05-21 07:52:00,CC,Winchester,,European Starling,Frederick,X - Invasive,Euthanized in 24hr,2021-05-21,cat attack,,,,,Invasive,in basement with cats,,Sturnus,vulgaris
629 Jadwyn Road,2021-05-21 08:02:00,CC,Maurertown,,American Robin,Shenandoah,A - Abduction,Released,2021-05-21,"B - Baby, successful renesting",,,,"Healthy fledgling, released with finder",Ready for release,"found hopping around, appeared injured",Hard,Turdus,migratorius
105 Sycamore Street,2021-05-21 09:18:00,CC,Middleburg,,Eastern Cottontail,Loudoun,D - Domestic animal attack,Died in 24hr,2021-05-21,"B - Baby, suspect cat attack",,,,,Natural Death,found in driveway,,Sylvilagus,floridanus
289 Fortress Drive,2021-05-21 09:25:00,CC,Winchester,,Eastern Wood Pewee,Frederick,B - Baby,Died in 24hr,2021-05-21,"B - Baby, small, failed renesting",,,,,Poor Prognosis,"cut down tree, attempted renesting",,Contopus,virens
502 Indian Rock Road,2021-05-21 10:58:00,CC,Lebanon Church,,Eastern Red Bat,Shenandoah,T - Unknown Trauma,Euthanized in 24hr,2021-05-21,suspect cat attack,,,,,Poor Prognosis,found lying on its back in yard,,Lasiurus,borealis
316 Deer Path Ave SW,2021-05-21 10:59:00,CC,Leesburg,,Common Grackle,Loudoun,T - Unknown Trauma,Euthanized in 24hr,2021-05-21,,,,,,Poor Prognosis,would not fly or hop,,Quiscalus,quiscula
1057 Northview Ave,2021-05-21 11:21:00,CC,Front Royal,,Eastern Cottontail,Warren,,Dead on arrival,2021-05-21,B - Baby,,,,,Dead on arrival,predator attack,,Sylvilagus,floridanus
1057 Northview Ave,2021-05-21 11:21:00,CC,Front Royal,,Eastern Cottontail,Warren,,Dead on arrival,2021-05-21,B - Baby,,,,,Dead on arrival,predator attack,,Sylvilagus,floridanus
1057 Northview Ave,2021-05-21 11:21:00,CC,Front Royal,,Eastern Cottontail,Warren,,Dead on arrival,2021-05-21,B - Baby,,,,,Dead on arrival,predator attack,,Sylvilagus,floridanus
1057 Northview Ave,2021-05-21 11:21:00,CC,Front Royal,,Eastern Cottontail,Warren,,Dead on arrival,2021-05-21,B - Baby,,,,,Dead on arrival,predator attack,,Sylvilagus,floridanus
1057 Northview Ave,2021-05-21 11:21:00,CC,Front Royal,,Eastern Cottontail,Warren,T - Unknown Trauma,Euthanized in 24hr,2021-05-21,B - Baby,,,,,Poor Prognosis,predator attack,,Sylvilagus,floridanus
255 Shannon Court,2021-05-21 12:23:00,CC,Inwood,,House Finch,Berkeley,M - Human non-intentional,Released,2021-05-18,"B - Baby, failed renesting",,,,,Ready for release,failed renesting,,Haemorhous,mexicanus
392 Surrey Club Lane,2021-05-21 13:48:00,CC,Stephens City,,American Robin,Frederick,D - Domestic animal attack,Dead on arrival,2021-05-21,cat attack,,,,,Dead on arrival,found on ground near building- missing feathers,,Turdus,migratorius
15207 Santander Drive,2021-05-21 13:50:00,CC,Gainesville,,Canada Goose,Prince William,J - Intentional Human Attack,Euthanized in 24hr,2021-05-21,gunshot,,,,,Poor Prognosis,Wing injury,,Branta,canadensis
Amissville,2021-05-21 13:51:00,CC,Amissville,,Snapping Turtle,Rappahannock,A - Abduction,Euthanized +24hr,2021-05-21,,,,,,Poor Prognosis,abducted and illegally raised in captivity for over a year- original finder moving and friend brought turtle to us,,Chelydra,Serpentina
1314 Adams Ave,2021-05-21 14:28:00,CC,Front Royal,,Eastern Cottontail,Warren,T - Unknown Trauma,Euthanized in 24hr,2021-05-21,suspect cat attack,,,,,Poor Prognosis,found in yard bleeding,,Sylvilagus,floridanus
5319 Bear Hollow Road,2021-05-21 15:12:00,CC,Amissville,,European Starling,Culpeper,X - Invasive,Euthanized in 24hr,2021-05-19,"unwilling to renest, B - Baby",,,,,Invasive,nest was powerwashed- no renesting attempt,,Sturnus,vulgaris
"ellerslie road, just off tilthammer",2021-05-21 18:41:00,JR,Boyce,,Northern Raccoon,Clarke,I - Infectious Disease,Euthanized in 24hr,2021-05-21,"distemper, leptospirosis, rabies, suspect HBV",,,,,Poor Prognosis,twitching and stumbling in road,,Procyon,lotor
7011 Sharon Road,2021-05-21 19:18:00,JR,Fredericksburg,,Common Grackle,Stafford,T - Unknown Trauma,Euthanized in 24hr,2021-05-21,B - Baby,,,,,Poor Prognosis,lying on ground in yard,,Quiscalus,quiscula
491 Airport Road,2021-05-22 09:45:00,CC,Winchester,,Horned Lark,Frederick,B - Baby,Released,2021-05-22,"B - Baby, abandoned",,,,,Ready for release,found on runway alone,,Eremophila,alpestris
322 Alsberry Street,2021-05-22 09:47:00,CC,Strasburg,,Eastern Cottontail,Shenandoah,D - Domestic animal attack,Transferred,2021-05-22,"dog attack, B - Baby",,,,,Continued Care,dog attack-healthy babies will be picked up by Vicki at North Mountain,,Sylvilagus,floridanus
322 Alsberry Street,2021-05-22 09:47:00,CC,Strasburg,,Eastern Cottontail,Shenandoah,D - Domestic animal attack,Euthanized in 24hr,2021-05-22,"B - Baby, dog attack",,,,,Poor Prognosis,dog attack-healthy babies will be picked up by Vicki at North Mountain,,Sylvilagus,floridanus
322 Alsberry Street,2021-05-22 09:47:00,CC,Strasburg,,Eastern Cottontail,Shenandoah,D - Domestic animal attack,Euthanized in 24hr,2021-05-22,"B - Baby, dog attack",,,,,Poor Prognosis,dog attack-healthy babies will be picked up by Vicki at North Mountain,,Sylvilagus,floridanus
1087 Avon Bend Road,2021-05-22 09:49:00,CC,Charles Town,,Blue Jay,Jefferson,T - Unknown Trauma,Died +24hr,2021-05-22,"suspect cat attack, B - Baby",,,,,Natural Death,"found in driveway, bloody wing",,Cyanocitta,cristata
993 View Crest Court,2021-05-22 10:42:00,CC,Front Royal,,American Robin,Warren,D - Domestic animal attack,Euthanized in 24hr,2021-05-22,"B - Baby, cat attack",,,,,Poor Prognosis,cat attack,,Turdus,migratorius
679 Gold Cup Drive,2021-05-22 11:27:00,CC,Warrenton,,Gray Catbird,Fauquier,D - Domestic animal attack,Dead on arrival,2021-05-22,cat attack,,,,,Dead on arrival,cat attack,,Dumetella,carolinensis
Cedar Creek Grade,2021-05-22 11:29:00,CC,Winchester,,Northern Raccoon,Frederick,B - Baby,Euthanized in 24hr,2021-05-22,"B - Baby, failed renesting",,,,"direct contact, yes",Poor Prognosis,"found in a house someone was working on. apparently attemped to reunite. didn't call ahead, brought to Center",,Procyon,lotor
Cedar Creek Grade,2021-05-22 11:29:00,CC,Winchester,,Northern Raccoon,Frederick,B - Baby,Euthanized in 24hr,2021-05-22,"B - Baby, failed renesting",,,,"direct contact, yes",Poor Prognosis,"found in a house someone was working on. apparently attemped to reunite. didn't call ahead, brought to Center",,Procyon,lotor
4348 Gooney Manor Loop,2021-05-22 12:17:00,CC,Browntown,,Blue Jay,Warren,T - Unknown Trauma,Euthanized in 24hr,2021-05-22,suspect cat attack,,,,,Poor Prognosis,"down, couldnt fly",,Cyanocitta,cristata
Bowcawen Street,2021-05-22 12:30:00,CC,Winchester,,European Starling,Frederick,X - Invasive,Euthanized in 24hr,2021-05-22,,,,,,Invasive,found in road,,Sturnus,vulgaris
498 Sesery Drive,2021-05-22 12:32:00,CC,Front Royal,,American Crow,Warren,T - Unknown Trauma,Released,2021-05-22,B - Baby,,,,,Ready for release,found on railing favoring one leg,,Corvus,brachyrhynchos
209 South Maple Ave,2021-05-22 12:34:00,CC,Martinsburg,,European Starling,Berkeley,X - Invasive,Euthanized in 24hr,2021-05-22,B - Baby,,,,,Invasive,"found on ground, failed renesting",,Sturnus,vulgaris
Karen Brace,2021-05-22 12:45:00,CC,Karen Brace,,Virginia Opossum,Stafford,T - Unknown Trauma,Released,2021-05-22,B - Baby,,,,,Ready for release,not using front limbs well,,Didelphis,virginiana
Cameron Street,2021-05-22 13:58:00,CC,Berryville,,Blue Jay,Clarke,S - Non-infectious Disease,Euthanized in 24hr,2021-05-22,,,,,,Poor Prognosis,found in middle of road,,Cyanocitta,cristata
6095 Wardensville Gr,2021-05-22 13:59:00,CC,Star Tannery,,Wild Turkey,Frederick,T - Unknown Trauma,Died in 24hr,2021-05-21,,,,,,Natural Death,"Laying in field, unable to walk or fly",,Meleagris,gallopavo
748 Berryville Ave,2021-05-22 14:18:00,CC,Winchester,,Groundhog,Frederick,B - Baby,Released,2021-05-22,B - Baby,,,,"picked up bare hands, told to report to HD",Ready for release,found by carwash running into street,,Marmota,monax
172 Banks Drive,2021-05-22 14:27:00,CC,Winchester,,Eastern Cottontail,Frederick,T - Unknown Trauma,Euthanized in 24hr,2021-05-22,,,,,,Poor Prognosis,"in the yard, predator attack",,Sylvilagus,floridanus
1527 Nester Drive (neighbors yard),2021-05-22 14:59:00,CC,Winchester,,Common Grackle,Frederick,T - Unknown Trauma,Euthanized +24hr,2021-05-22,"blind, B - Baby",,,,,Poor Prognosis,"found on ground in same spot over 24 hours, eyes crusting",,Quiscalus,quiscula
36630 Osburn Road,2021-05-22 15:37:00,CC,Purcellville,,Virginia Opossum,Loudoun,B - Baby,Released,2021-05-16,B - Baby,,,,,Ready for release,"KT had for a week, transferring further outside cage rehab",,Didelphis,virginiana
12560 Aden Road,2021-05-22 15:37:00,CC,Nokesville,,Virginia Opossum,Prince William,B - Baby,Released,2021-05-20,B - Baby,,,,,Ready for release,"Found alone in park, too young to be alone brought to KT",,Didelphis,virginiana
12560 Aden Road,2021-05-22 15:37:00,CC,Nokesville,,Virginia Opossum,Prince William,B - Baby,Released,2021-05-20,B - Baby,,,,,Ready for release,"brought to KT, transferring for outside cage rehab",,Didelphis,virginiana
12560 Aden Road,2021-05-22 15:37:00,CC,Nokesville,,Virginia Opossum,Prince William,B - Baby,Released,2021-05-20,B - Baby,,,,,Ready for release,transferring for outdoor cage rehab,,Didelphis,virginiana
12560 Aden Road,2021-05-22 15:37:00,CC,Nokesville,,Virginia Opossum,Prince William,B - Baby,Released,2021-05-20,B - Baby,,,,,Ready for release,transferring from KT for outdoor rehab,,Didelphis,virginiana
12560 Aden Road,2021-05-22 15:37:00,CC,Nokesville,,Virginia Opossum,Prince William,B - Baby,Released,2021-05-20,B - Baby,,,,,Ready for release,transferring from KT for further outdoor cage rehab,,Didelphis,virginiana
12560 Aden Road,2021-05-22 15:37:00,CC,Nokesville,,Virginia Opossum,Prince William,B - Baby,Released,2021-05-20,B - Baby,,,,,Ready for release,transferring from KT for further cage rehab,,Didelphis,virginiana
12560 Aden Road,2021-05-22 15:37:00,CC,Nokesville,,Virginia Opossum,Prince William,B - Baby,Released,2021-05-20,B - Baby,,,,,Ready for release,transferring from KT for outside cage rehab,,Didelphis,virginiana
12560 Aden Road,2021-05-22 15:37:00,CC,Nokesville,,Virginia Opossum,Prince William,B - Baby,Released,2021-05-20,B - Baby,,,,,Ready for release,transferring from KT for further cage rehab,,Didelphis,virginiana
12560 Aden Road,2021-05-22 15:37:00,CC,Nokesville,,Virginia Opossum,Prince William,B - Baby,Released,2021-05-20,B - Baby,,,,,Ready for release,transferring from KT for outdoor cage rehab,,Didelphis,virginiana
Intersection Rt 11 / Specks Run Road,2021-05-22 15:37:00,cc,Bunker Hill,,American Robin,Berkeley,T - Unknown Trauma,Released,2021-05-22,,,,,,Ready for release,Found in the Road,,Turdus,migratorius
"Route 28, 5 mins before Stone Road",2021-05-22 17:13:00,CC,Centreville,,Eastern Ratsnake,Fairfax,H - Hit by Vehicle,Dead on arrival,2021-05-22,,,,,DOA,Dead on arrival,HBV,,Pantherophis,alleghaniensis
114 Maryland Ave,2021-05-23 10:35:00,CM,Hamilton,,Eastern Cottontail,Loudoun,D - Domestic animal attack,Euthanized in 24hr,2021-05-23,"cat attack, B - Baby",,,,,Poor Prognosis,cat attack,,Sylvilagus,floridanus
229 Equestrian Dr,2021-05-23 10:36:00,CM,Warrenton,,Eastern Cottontail,Fauquier,D - Domestic animal attack,Euthanized in 24hr,2021-05-23,"B - Baby, dog attack",,,,,Poor Prognosis,dog attack,,Sylvilagus,floridanus
141 Brill Dr,2021-05-23 11:18:00,CM,Strasburg,,House Finch,Shenandoah,I - Infectious Disease,Died +24hr,2021-05-23,Mycoplasma,,,,,Natural Death,mycoplasma,,Haemorhous,mexicanus
intersection of Fitzgerald Way and Vint Hill Rd,2021-05-23 12:28:00,CM,Bristow,,Canada Goose,Prince William,T - Unknown Trauma,Euthanized in 24hr,2021-05-23,B - Baby,,,,,Poor Prognosis,"found abandoned, injured left foot",,Branta,canadensis
end of Championship Dr,2021-05-23 12:33:00,CM,Haymarket,,Carolina Wren,Prince William,T - Unknown Trauma,Died +24hr,2021-05-23,"B - Baby, fell from nest",,,,,Natural Death,"FFN, lethargic, poss injury on head, found on a trail away from trees",,Thryothorus,ludovicianus
